201,Gloria,82,42,83,13,55.00,Gloria,82,83,13,55.00
202,Clio,5,28,97,96,56.00,Clio,5,97,96,56.00
203,Shellie,51,25,89,94,64.00,Shellie,51,89,94,64.00
204,Liberty,55,52,87,50,61.00,Liberty,55,87,50,61.00
205,Zane,17,45,6,35,25.00,Zane,17,6,35,25.00
206,Tiger,68,4,75,98,61.00,Tiger,68,75,98,61.00
1,NA,-1,-1,-1,-1,-1.00,Gloria,82,83,13,55.00
2,NA,-1,-1,-1,-1,-1.00,Clio,5,97,96,56.00
3,NA,-1,-1,-1,-1,-1.00,Shellie,51,89,94,64.00
4,NA,-1,-1,-1,-1,-1.00,Liberty,55,87,50,61.00
5,NA,-1,-1,-1,-1,-1.00,Zane,17,6,35,25.00
6,NA,-1,-1,-1,-1,-1.00,Tiger,68,75,98,61.00
7,NA,-1,-1,-1,-1,-1.00,Brynne,40,2,35,38.00
8,NA,-1,-1,-1,-1,-1.00,Burton,74,69,25,66.00
9,NA,-1,-1,-1,-1,-1.00,Troy,65,45,38,58.00
10,NA,-1,-1,-1,-1,-1.00,Ifeoma,9,23,29,39.00
11,NA,-1,-1,-1,-1,-1.00,Joseph,17,100,95,60.00
12,NA,-1,-1,-1,-1,-1.00,Jesse,93,10,66,66.00
13,NA,-1,-1,-1,-1,-1.00,Hedley,65,56,41,54.00
14,NA,-1,-1,-1,-1,-1.00,Stewart,84,95,61,66.00
15,NA,-1,-1,-1,-1,-1.00,Keane,35,59,32,51.00
16,NA,-1,-1,-1,-1,-1.00,Adam,70,3,43,43.00
17,NA,-1,-1,-1,-1,-1.00,Caleb,86,9,27,47.00
18,NA,-1,-1,-1,-1,-1.00,Genevieve,31,27,52,28.00
19,NA,-1,-1,-1,-1,-1.00,Kieran,18,41,16,24.00
20,NA,-1,-1,-1,-1,-1.00,Charde,89,69,18,69.00
21,NA,-1,-1,-1,-1,-1.00,Joseph,27,45,77,40.00
22,NA,-1,-1,-1,-1,-1.00,Molly,72,92,24,63.00
23,NA,-1,-1,-1,-1,-1.00,Blossom,52,51,32,54.00
24,NA,-1,-1,-1,-1,-1.00,Samantha,65,76,29,57.00
25,NA,-1,-1,-1,-1,-1.00,TaShya,33,27,94,57.00
26,NA,-1,-1,-1,-1,-1.00,Maia,74,18,64,45.00
27,NA,-1,-1,-1,-1,-1.00,Hayden,15,27,59,44.00
28,NA,-1,-1,-1,-1,-1.00,Leo,86,6,38,43.00
29,NA,-1,-1,-1,-1,-1.00,Kirsten,100,76,96,74.00
30,NA,-1,-1,-1,-1,-1.00,Yoko,20,1,43,38.00
31,NA,-1,-1,-1,-1,-1.00,Ava,97,53,50,61.00
32,NA,-1,-1,-1,-1,-1.00,Brock,100,29,40,53.00
33,NA,-1,-1,-1,-1,-1.00,Vielka,22,16,92,54.00
34,NA,-1,-1,-1,-1,-1.00,Ryder,88,23,68,66.00
35,NA,-1,-1,-1,-1,-1.00,Quin,10,95,58,58.00
36,NA,-1,-1,-1,-1,-1.00,Wyoming,97,6,68,66.00
37,NA,-1,-1,-1,-1,-1.00,Igor,97,86,60,84.00
38,NA,-1,-1,-1,-1,-1.00,Timothy,28,22,48,39.00
39,NA,-1,-1,-1,-1,-1.00,Griffin,8,90,87,70.00
40,NA,-1,-1,-1,-1,-1.00,Petra,23,67,54,44.00
41,NA,-1,-1,-1,-1,-1.00,Nehru,72,19,92,57.00
42,NA,-1,-1,-1,-1,-1.00,Troy,95,18,75,63.00
43,NA,-1,-1,-1,-1,-1.00,Rose,79,78,77,82.00
44,NA,-1,-1,-1,-1,-1.00,Bruce,27,39,48,39.00
45,NA,-1,-1,-1,-1,-1.00,Paula,67,60,48,44.00
46,NA,-1,-1,-1,-1,-1.00,Hyatt,39,53,38,35.00
47,NA,-1,-1,-1,-1,-1.00,Lacota,45,98,87,77.00
48,NA,-1,-1,-1,-1,-1.00,Stephanie,61,70,82,70.00
49,NA,-1,-1,-1,-1,-1.00,Reuben,43,76,38,43.00
50,NA,-1,-1,-1,-1,-1.00,Caesar,14,97,20,34.00
51,NA,-1,-1,-1,-1,-1.00,Kirk,89,8,84,48.00
52,NA,-1,-1,-1,-1,-1.00,Vernon,3,7,38,23.00
53,NA,-1,-1,-1,-1,-1.00,Elvis,91,85,3,64.00
54,NA,-1,-1,-1,-1,-1.00,Faith,86,57,82,80.00
55,NA,-1,-1,-1,-1,-1.00,Troy,40,57,48,45.00
56,NA,-1,-1,-1,-1,-1.00,Reagan,17,62,50,53.00
57,NA,-1,-1,-1,-1,-1.00,Lucius,18,91,53,65.00
58,NA,-1,-1,-1,-1,-1.00,Jacob,33,26,18,19.00
59,NA,-1,-1,-1,-1,-1.00,Leslie,73,25,90,55.00
60,NA,-1,-1,-1,-1,-1.00,Shay,74,18,9,34.00
61,NA,-1,-1,-1,-1,-1.00,Alisa,91,16,45,44.00
62,NA,-1,-1,-1,-1,-1.00,Winifred,1,5,57,38.00
